county_fips,CountyName,State,total_population,weighted_low_access,weighted_low_income_access
22019,Calcasieu,LA,20090.0,46.2,11.59
22025,Catahoula,LA,8021.0,22.94,6.13
22027,Claiborne,LA,4193.0,36.9,12.7
22029,Concordia,LA,10271.0,53.28,23.75
22031,De Soto,LA,7104.0,27.9,6.21
22033,East Baton Rouge,LA,73841.0,76.9,30.03
22035,East Carroll,LA,2517.0,32.1,5.5
22039,Evangeline,LA,4133.0,68.3,38.7
22041,Franklin,LA,9564.0,16.51,5.38
22043,Grant,LA,8953.0,37.85,8.31
22045,Iberia,LA,7900.0,71.24,19.99
22047,Iberville,LA,2973.0,100.0,100.0
22049,Jackson,LA,2823.0,79.8,19.5
22051,Jefferson,LA,29925.0,63.96,16.87
22055,Lafayette,LA,12159.0,82.25,18.57
22057,Lafourche,LA,13951.0,69.21,15.05
22061,Lincoln,LA,12196.0,62.4,23.75
22065,Madison,LA,3387.0,21.6,11.3
22067,Morehouse,LA,19102.0,53.25,19.29
22069,Natchitoches,LA,10069.0,43.75,9.82
22071,Orleans,LA,147064.0,92.26,32.55
22073,Ouachita,LA,44839.0,64.11,26.75
22075,Plaquemines,LA,5963.0,74.83,16.29
22077,Pointe Coupee,LA,2620.0,23.9,9.2
22079,Rapides,LA,21797.0,72.35,18.37
22081,Red River,LA,4986.0,28.0,5.8
22083,Richland,LA,9388.0,18.63,6.51
22085,Sabine,LA,3907.0,29.7,5.0
22087,St. Bernard,LA,8163.0,97.83,17.17
22089,St. Charles,LA,4027.0,53.5,14.8
22091,St. Helena,LA,6337.0,16.2,4.9
22095,St. John the Baptist,LA,6149.0,99.95,23.33
22097,St. Landry,LA,28904.0,41.31,14.75
22101,St. Mary,LA,7936.0,76.98,25.86
22105,Tangipahoa,LA,22322.0,64.27,16.59
22107,Tensas,LA,6618.0,52.99,19.93
22109,Terrebonne,LA,26186.0,63.9,17.0
22111,Union,LA,4167.0,21.1,3.9
22113,Vermilion,LA,4117.0,13.6,3.3
22117,Washington,LA,21004.0,28.89,7.25
22119,Webster,LA,8754.0,42.87,12.56
22127,Winn,LA,2767.0,56.2,21.8
23003,Aroostook,ME,11229.0,50.78,8.24
23005,Cumberland,ME,5210.0,66.0,4.0
23007,Franklin,ME,11260.0,41.38,8.83
23013,Knox,ME,2888.0,100.0,15.3
23019,Penobscot,ME,22357.0,70.57,15.26
23021,Piscataquis,ME,1232.0,34.0,5.4
23025,Somerset,ME,1887.0,36.2,7.7
23027,Waldo,ME,6571.0,20.5,3.0
23029,Washington,ME,5544.0,53.65,10.39
23031,York,ME,6835.0,10.5,1.4
24001,Allegany,MD,18970.0,55.99,4.82
24003,Anne Arundel,MD,12304.0,50.89,9.57
24005,Baltimore,MD,49245.0,46.67,6.41
24013,Carroll,MD,5080.0,61.9,5.1
24015,Cecil,MD,5099.0,29.2,5.2
24019,Dorchester,MD,3774.0,48.28,7.68
24021,Frederick,MD,14834.0,32.48,1.85
24025,Harford,MD,2778.0,98.7,15.9
24029,Kent,MD,5220.0,15.3,3.2
24031,Montgomery,MD,8578.0,13.86,0.85
24033,Prince George's,MD,121831.0,52.57,9.45
24037,St. Mary's,MD,4726.0,21.6,3.4
24039,Somerset,MD,2064.0,62.4,8.0
24041,Talbot,MD,5496.0,26.4,3.0
24045,Wicomico,MD,19437.0,55.01,5.88
24047,Worcester,MD,11290.0,36.52,4.88
24510,Baltimore City,MD,27510.0,55.32,9.59
25001,Barnstable,MA,30182.0,48.48,5.46
25003,Berkshire,MA,15263.0,57.0,5.07
25005,Bristol,MA,58575.0,36.08,4.33
25009,Essex,MA,31666.0,69.29,13.63
25013,Hampden,MA,79101.0,36.73,6.17
25015,Hampshire,MA,21877.0,29.45,4.19
25017,Middlesex,MA,4741.0,49.3,7.5
25021,Norfolk,MA,8512.0,51.55,10.67
25023,Plymouth,MA,26484.0,81.55,9.91
25025,Suffolk,MA,16324.0,55.4,10.19
25027,Worcester,MA,60153.0,52.99,10.24
26001,Alcona,MI,1679.0,71.4,7.1
26003,Alger,MI,2626.0,57.1,8.1
26007,Alpena,MI,9146.0,34.03,2.74
26013,Baraga,MI,4981.0,17.1,1.9
26017,Bay,MI,22735.0,53.54,9.87
26021,Berrien,MI,38198.0,38.41,9.82
26023,Branch,MI,3982.0,48.8,8.2
26025,Calhoun,MI,16136.0,52.18,7.38
26027,Cass,MI,1147.0,100.0,11.3
26029,Charlevoix,MI,551.0,100.0,7.2
26031,Cheboygan,MI,10484.0,28.29,4.16
26033,Chippewa,MI,10949.0,48.18,5.63
26037,Clinton,MI,1598.0,42.2,7.9
26039,Crawford,MI,1967.0,31.5,3.2
26041,Delta,MI,5909.0,42.71,5.36
26043,Dickinson,MI,5207.0,82.06,10.16
26045,Eaton,MI,7520.0,86.4,8.7
26047,Emmet,MI,7365.0,30.4,2.31
26049,Genesee,MI,76779.0,55.04,16.11
26053,Gogebic,MI,8336.0,48.41,8.66
26055,Grand Traverse,MI,5626.0,31.7,2.9
26057,Gratiot,MI,13353.0,27.25,2.73
26059,Hillsdale,MI,3547.0,30.1,4.8
26061,Houghton,MI,6495.0,31.38,3.03
26063,Huron,MI,11128.0,79.03,7.8
26065,Ingham,MI,58562.0,78.72,21.74
26069,Iosco,MI,8641.0,35.39,4.33
26073,Isabella,MI,2790.0,21.8,7.6
26075,Jackson,MI,19054.0,64.11,10.87
26077,Kalamazoo,MI,29231.0,61.86,26.15
26081,Kent,MI,20972.0,85.46,15.45
26083,Keweenaw,MI,2301.0,29.1,1.9
26085,Lake,MI,5989.0,28.8,4.4
26087,Lapeer,MI,8416.0,32.39,2.46
26091,Lenawee,MI,16048.0,44.34,5.18
26095,Luce,MI,2274.0,34.0,4.5
26097,Mackinac,MI,7557.0,56.31,7.38
26099,Macomb,MI,27226.0,88.32,13.42
26103,Marquette,MI,2358.0,81.2,8.8
26105,Mason,MI,11062.0,56.28,8.32
26107,Mecosta,MI,12514.0,83.91,39.65
26109,Menominee,MI,14392.0,41.41,4.8
26111,Midland,MI,3997.0,24.5,3.0
26113,Missaukee,MI,3888.0,17.9,2.4
26121,Muskegon,MI,46626.0,75.44,15.87
26125,Oakland,MI,16834.0,49.43,12.31
26131,Ontonagon,MI,5721.0,36.39,3.78
26133,Osceola,MI,7012.0,47.64,5.13
26137,Otsego,MI,8204.0,25.44,2.4
26139,Ottawa,MI,5517.0,81.3,21.4
26141,Presque Isle,MI,11318.0,68.58,8.1
26143,Roscommon,MI,4098.0,52.5,9.91
26145,Saginaw,MI,21764.0,45.45,12.63
26147,St. Clair,MI,29905.0,69.44,11.65
26149,St. Joseph,MI,3519.0,34.1,3.4
26151,Sanilac,MI,2685.0,34.8,3.6
26153,Schoolcraft,MI,5103.0,41.29,4.52
26155,Shiawassee,MI,8973.0,70.54,12.32
26161,Washtenaw,MI,76278.0,60.02,14.12
26163,Wayne,MI,130093.0,64.27,16.18
27001,Aitkin,MN,12258.0,45.77,5.43
27003,Anoka,MN,18810.0,50.39,3.01
27005,Becker,MN,11756.0,72.28,10.82
27007,Beltrami,MN,9764.0,33.82,9.51
27011,Big Stone,MN,3559.0,71.66,9.92
27013,Blue Earth,MN,10500.0,71.72,23.71
27015,Brown,MN,4164.0,66.9,6.0
27017,Carlton,MN,3113.0,61.0,5.8
27021,Cass,MN,3862.0,15.1,2.3
27027,Clay,MN,8424.0,42.58,9.93
27029,Clearwater,MN,5824.0,57.44,9.02
27033,Cottonwood,MN,5669.0,91.43,9.89
27035,Crow Wing,MN,17433.0,40.28,5.28
27037,Dakota,MN,11523.0,82.67,4.51
27041,Douglas,MN,21869.0,38.87,3.93
27043,Faribault,MN,5231.0,57.47,4.81
27047,Freeborn,MN,8102.0,73.77,6.44
27051,Grant,MN,6289.0,99.27,8.35
27053,Hennepin,MN,82180.0,67.88,10.24
27057,Hubbard,MN,6456.0,39.55,3.99
27059,Isanti,MN,2913.0,23.3,2.9
27061,Itasca,MN,11663.0,43.56,5.32
27063,Jackson,MN,5970.0,43.78,3.6
27065,Kanabec,MN,3265.0,31.7,3.8
27067,Kandiyohi,MN,9669.0,26.93,3.23
27069,Kittson,MN,5285.0,27.56,3.3
27071,Koochiching,MN,8602.0,50.9,7.32
27073,Lac qui Parle,MN,2235.0,37.7,4.5
27077,Lake of the Woods,MN,2685.0,64.58,7.07
27081,Lincoln,MN,6429.0,91.65,8.78
27083,Lyon,MN,7563.0,53.56,7.13
27087,Mahnomen,MN,2414.0,73.9,18.7
27089,Marshall,MN,7443.0,81.12,8.66
27091,Martin,MN,12031.0,40.53,5.53
27093,Meeker,MN,3076.0,40.7,4.2
27097,Morrison,MN,12506.0,29.45,3.63
27099,Mower,MN,13373.0,48.69,3.9
27101,Murray,MN,9165.0,40.19,3.58
27105,Nobles,MN,6758.0,67.4,7.3
27107,Norman,MN,7442.0,89.99,9.25
27111,Otter Tail,MN,14474.0,38.28,4.39
27113,Pennington,MN,3004.0,46.5,6.4
27115,Pine,MN,15682.0,37.15,4.43
27117,Pipestone,MN,5478.0,55.13,5.22
27119,Polk,MN,13202.0,34.49,4.31
27121,Pope,MN,5199.0,28.46,2.64
27123,Ramsey,MN,62743.0,65.51,9.53
27125,Red Lake,MN,4299.0,99.6,10.76
27127,Redwood,MN,8205.0,66.56,5.86
27129,Renville,MN,6174.0,94.46,8.05
27133,Rock,MN,5822.0,23.04,1.97
27135,Roseau,MN,4327.0,78.65,6.36
27137,St. Louis,MN,38339.0,76.26,14.13
27139,Scott,MN,1581.0,100.0,6.0
27145,Stearns,MN,3799.0,62.7,7.8
27151,Swift,MN,6094.0,45.24,3.18
27153,Todd,MN,15505.0,42.25,5.04
27155,Traverse,MN,1710.0,80.3,11.3
27159,Wadena,MN,8384.0,50.69,7.1
27163,Washington,MN,7851.0,55.06,2.07
27165,Watonwan,MN,7109.0,49.28,4.72
27167,Wilkin,MN,3538.0,62.4,4.6
27173,Yellow Medicine,MN,4918.0,68.05,6.49
28001,Adams,MS,6797.0,60.85,26.85
28003,Alcorn,MS,3606.0,79.0,19.4
28005,Amite,MS,8725.0,26.29,6.47
28009,Benton,MS,5737.0,15.1,3.9
28011,Bolivar,MS,23532.0,37.73,16.07
28017,Chickasaw,MS,4649.0,37.8,8.3
28021,Claiborne,MS,6335.0,9.6,6.0
28023,Clarke,MS,4187.0,20.9,7.1
28025,Clay,MS,8902.0,32.91,8.78
28027,Coahoma,MS,11664.0,49.01,21.66
28029,Copiah,MS,19234.0,40.15,12.0
28035,Forrest,MS,14265.0,34.05,10.91
28037,Franklin,MS,8448.0,31.3,8.15
28043,Grenada,MS,3476.0,28.9,9.9
28047,Harrison,MS,25639.0,73.48,18.28
28049,Hinds,MS,68392.0,68.09,21.65
28053,Humphreys,MS,8234.0,32.69,12.57
28055,Issaquena,MS,2274.0,24.2,8.1
28059,Jackson,MS,26624.0,63.42,13.44
28061,Jasper,MS,4653.0,63.0,14.7
28063,Jefferson,MS,7537.0,13.0,3.6
28067,Jones,MS,11076.0,61.21,22.68
28069,Kemper,MS,10453.0,39.83,8.95
28071,Lafayette,MS,14621.0,60.87,19.78
28075,Lauderdale,MS,9350.0,28.33,16.06
28077,Lawrence,MS,9247.0,24.86,4.71
28079,Leake,MS,11748.0,20.39,5.33
28083,Leflore,MS,16271.0,43.25,18.1
28085,Lincoln,MS,11496.0,31.65,9.68
28087,Lowndes,MS,5252.0,33.56,13.42
28089,Madison,MS,13904.0,63.74,26.94
28091,Marion,MS,19748.0,25.48,6.79
28093,Marshall,MS,6876.0,52.0,12.2
28095,Monroe,MS,3702.0,17.2,5.2
28097,Montgomery,MS,12189.0,40.23,10.37
28099,Neshoba,MS,3992.0,18.8,5.3
28101,Newton,MS,4024.0,39.4,9.7
28103,Noxubee,MS,9967.0,20.58,6.6
28105,Oktibbeha,MS,15642.0,39.58,13.25
28107,Panola,MS,17474.0,34.24,11.3
28109,Pearl River,MS,11551.0,47.45,12.33
28111,Perry,MS,3810.0,18.8,5.3
28113,Pike,MS,4354.0,13.8,4.4
28119,Quitman,MS,2967.0,45.0,18.0
28121,Rankin,MS,1374.0,48.1,10.7
28123,Scott,MS,4901.0,37.9,8.4
28125,Sharkey,MS,4301.0,15.0,5.8
28127,Simpson,MS,12667.0,26.47,6.59
28131,Stone,MS,3562.0,53.6,11.4
28133,Sunflower,MS,6892.0,56.1,18.3
28135,Tallahatchie,MS,7397.0,91.46,33.22
28143,Tunica,MS,4253.0,20.9,5.8
28147,Walthall,MS,13199.0,16.5,4.28
28149,Warren,MS,19242.0,38.43,11.22
28151,Washington,MS,17426.0,22.57,8.71
28153,Wayne,MS,10676.0,14.34,3.78
28157,Wilkinson,MS,10312.0,16.88,7.34
28159,Winston,MS,4222.0,15.9,4.3
28161,Yalobusha,MS,4487.0,52.2,12.3
28163,Yazoo,MS,15923.0,23.36,9.9
29009,Barry,MO,5840.0,36.5,5.2
29011,Barton,MO,4012.0,43.7,5.8
29013,Bates,MO,4562.0,15.1,2.0
29015,Benton,MO,5784.0,46.9,7.42
29017,Bollinger,MO,3068.0,20.2,4.2
29019,Boone,MO,8823.0,86.23,27.57
29021,Buchanan,MO,6358.0,56.68,9.98
29023,Butler,MO,11796.0,30.58,5.8
29025,Caldwell,MO,3089.0,62.2,8.3
29029,Camden,MO,8985.0,23.38,3.78
29031,Cape Girardeau,MO,2537.0,57.9,14.2
29033,Carroll,MO,3103.0,65.9,9.2
29035,Carter,MO,5941.0,92.96,23.57
29037,Cass,MO,2092.0,100.0,3.7
29039,Cedar,MO,10433.0,29.96,5.96
29041,Chariton,MO,2713.0,64.9,9.2
29045,Clark,MO,2187.0,38.6,4.6
29047,Clay,MO,14633.0,58.41,6.68
29051,Cole,MO,8724.0,87.89,28.63
29055,Crawford,MO,3932.0,14.1,2.6
29057,Dade,MO,4709.0,12.3,1.4
29059,Dallas,MO,10700.0,34.73,6.32
29061,Daviess,MO,3197.0,44.9,7.4
29063,DeKalb,MO,7503.0,31.5,6.3
29065,Dent,MO,9321.0,21.95,3.86
29067,Douglas,MO,3589.0,71.9,13.2
29069,Dunklin,MO,8019.0,30.58,7.99
29073,Gasconade,MO,3151.0,18.3,2.5
29077,Greene,MO,27226.0,45.09,7.8
29079,Grundy,MO,10432.0,45.83,7.63
29081,Harrison,MO,3695.0,60.4,10.4
29083,Henry,MO,12518.0,49.06,8.18
29085,Hickory,MO,2755.0,20.8,4.3
29087,Holt,MO,3402.0,100.0,16.25
29091,Howell,MO,14000.0,45.6,10.67
29093,Iron,MO,2135.0,56.5,10.5
29095,Jackson,MO,83477.0,57.92,9.79
29097,Jasper,MO,13929.0,48.57,8.67
29099,Jefferson,MO,5410.0,61.5,8.5
29101,Johnson,MO,6932.0,20.9,2.82
29103,Knox,MO,2056.0,41.5,8.1
29105,Laclede,MO,22013.0,31.2,4.5
29107,Lafayette,MO,1529.0,71.4,7.2
29109,Lawrence,MO,7328.0,29.7,5.9
29111,Lewis,MO,4970.0,83.67,15.97
29119,McDonald,MO,5456.0,20.4,3.7
29121,Macon,MO,2700.0,23.7,5.0
29123,Madison,MO,8551.0,22.67,4.26
29127,Marion,MO,3526.0,44.9,5.8
29129,Mercer,MO,1637.0,32.5,4.4
29131,Miller,MO,5470.0,23.8,3.4
29139,Montgomery,MO,2898.0,29.2,4.3
29145,Newton,MO,3235.0,23.1,3.7
29147,Nodaway,MO,9791.0,67.82,13.54
29149,Oregon,MO,6033.0,25.12,5.42
29153,Ozark,MO,9542.0,50.6,11.2
29155,Pemiscot,MO,7197.0,34.42,13.59
29159,Pettis,MO,4153.0,22.3,2.3
29161,Phelps,MO,13860.0,32.75,8.64
29165,Platte,MO,2921.0,24.4,2.8
29169,Pulaski,MO,9485.0,42.4,2.8
29171,Putnam,MO,2757.0,56.2,9.2
29179,Reynolds,MO,3036.0,89.9,19.5
29181,Ripley,MO,9396.0,31.49,6.46
29185,St. Clair,MO,9652.0,63.95,12.29
29187,St. Francois,MO,6929.0,21.4,2.6
29189,St. Louis,MO,99229.0,39.23,7.04
29195,Saline,MO,3196.0,100.0,16.5
29197,Schuyler,MO,4170.0,89.09,15.59
29199,Scotland,MO,2816.0,32.0,6.1
29201,Scott,MO,6773.0,16.1,5.8
29203,Shannon,MO,8324.0,40.45,10.5
29205,Shelby,MO,3802.0,67.13,11.81
29211,Sullivan,MO,4171.0,49.14,7.31
29213,Taney,MO,7068.0,8.0,1.2
29215,Texas,MO,17004.0,25.18,5.55
29217,Vernon,MO,3448.0,19.6,2.9
29221,Washington,MO,8295.0,29.52,4.58
29223,Wayne,MO,9081.0,49.21,11.12
29227,Worth,MO,2382.0,30.8,4.3
29229,Wright,MO,3714.0,58.2,11.5
29510,St. Louis City,MO,47361.0,64.48,19.72
30001,Beaverhead,MT,1517.0,98.8,19.3
30003,Big Horn,MT,8313.0,80.57,28.71
30005,Blaine,MT,1353.0,100.0,44.8
30011,Carter,MT,1360.0,100.0,18.1
30015,Chouteau,MT,851.0,100.0,56.5
30019,Daniels,MT,81.0,100.0,22.04
30021,Dawson,MT,1509.0,78.7,14.5
30029,Flathead,MT,3210.0,26.19,3.88
30033,Garfield,MT,1279.0,97.8,21.0
30035,Glacier,MT,4159.0,59.43,15.71
30037,Golden Valley,MT,1042.0,100.0,25.8
30041,Hill,MT,1953.0,100.0,33.1
30045,Judith Basin,MT,2329.0,61.0,13.1
30047,Lake,MT,3240.0,56.5,11.53
30049,Lewis and Clark,MT,2203.0,100.0,21.0
30051,Liberty,MT,2158.0,100.0,20.3
30053,Lincoln,MT,3293.0,22.4,5.6
30061,Mineral,MT,3884.0,45.45,7.46
30063,Missoula,MT,6893.0,27.5,10.8
30069,Petroleum,MT,493.0,100.0,23.2
30071,Phillips,MT,141.0,100.0,25.7
30073,Pondera,MT,2355.0,98.94,30.53
30081,Ravalli,MT,1403.0,48.2,15.0
30085,Roosevelt,MT,4591.0,98.58,43.59
30087,Rosebud,MT,2928.0,26.1,11.1
30089,Sanders,MT,4998.0,91.49,17.38
30091,Sheridan,MT,106.0,99.43,15.58
30093,Silver Bow,MT,5234.0,22.0,5.8
30105,Valley,MT,1092.0,99.5,31.6
30107,Wheatland,MT,2259.0,100.0,20.4
30111,Yellowstone,MT,16115.0,21.94,4.29
31003,Antelope,NE,5640.0,90.9,12.03
31005,Arthur,NE,444.0,100.0,13.8
31009,Blaine,NE,583.0,100.0,19.4
31011,Boone,NE,4235.0,45.0,5.3
31015,Boyd,NE,2438.0,100.0,15.2
31019,Buffalo,NE,5303.0,33.0,14.2
31021,Burt,NE,47.0,37.8,16.5
31027,Cedar,NE,4606.0,72.8,6.6
31031,Cherry,NE,1553.0,94.3,13.5
31039,Cuming,NE,5160.0,59.1,5.44
31041,Custer,NE,7878.0,81.54,10.25
31045,Dawes,NE,3138.0,73.9,11.1
31047,Dawson,NE,2675.0,51.6,6.6
31051,Dixon,NE,208.0,100.0,11.8
31055,Douglas,NE,56186.0,56.78,10.68
31057,Dundy,NE,2292.0,99.9,13.6
31061,Franklin,NE,1570.0,94.6,8.5
31065,Furnas,NE,5324.0,48.64,5.75
31069,Garden,NE,2292.0,99.9,14.8
31075,Grant,NE,747.0,100.0,9.7
31077,Greeley,NE,2714.0,62.6,9.0
31085,Hayes,NE,1068.0,100.0,18.4
31087,Hitchcock,NE,3111.0,90.6,13.7
31089,Holt,NE,5177.0,62.51,10.17
31091,Hooker,NE,783.0,100.0,6.9
31101,Keith,NE,3774.0,50.6,5.7
31103,Keya Paha,NE,983.0,99.8,26.8
31107,Knox,NE,9374.0,72.7,11.62
31109,Lancaster,NE,11081.0,43.45,16.08
31115,Loup,NE,712.0,80.1,14.1
31117,McPherson,NE,533.0,100.0,16.2
31123,Morrill,NE,5440.0,51.2,7.6
31129,Nuckolls,NE,2858.0,66.4,7.5
31133,Pawnee,NE,3087.0,19.4,1.9
31139,Pierce,NE,3822.0,71.4,9.4
31147,Richardson,NE,4387.0,60.78,6.57
31149,Rock,NE,1756.0,30.3,7.4
31153,Sarpy,NE,8928.0,80.7,4.45
31157,Scotts Bluff,NE,5529.0,22.9,3.29
31161,Sheridan,NE,3649.0,59.0,7.5
31163,Sherman,NE,3318.0,100.0,12.9
31165,Sioux,NE,1475.0,68.4,11.3
31167,Stanton,NE,1922.0,94.0,7.0
31169,Thayer,NE,6055.0,27.56,3.08
31171,Thomas,NE,729.0,100.0,14.3
31173,Thurston,NE,7171.0,28.08,4.47
31175,Valley,NE,2158.0,56.5,8.6
31181,Webster,NE,2060.0,100.0,12.9
31183,Wheeler,NE,886.0,100.0,20.9
32001,Churchill,NV,8487.0,38.2,5.3
32003,Clark,NV,69668.0,73.45,14.9
32005,Douglas,NV,2128.0,92.9,14.5
32007,Elko,NV,1793.0,98.3,13.0
32015,Lander,NV,983.0,54.0,13.5
32019,Lyon,NV,6689.0,47.9,6.4
32021,Mineral,NV,1538.0,78.43,22.27
32023,Nye,NV,4525.0,100.0,7.6
32031,Washoe,NV,17860.0,63.73,13.07
32033,White Pine,NV,2772.0,85.7,12.7
32510,Carson City,NV,6057.0,26.5,2.0
33005,Cheshire,NH,3648.0,62.5,10.8
33007,Coos,NH,2092.0,37.0,2.9
33009,Grafton,NH,2326.0,33.6,3.6
33011,Hillsborough,NH,6651.0,100.0,17.1
33013,Merrimack,NH,7338.0,19.8,1.8
33015,Rockingham,NH,27619.0,39.5,3.12
33017,Strafford,NH,28948.0,37.59,4.36
34001,Atlantic,NJ,53636.0,70.18,14.57
34005,Burlington,NJ,33477.0,52.21,4.0
34007,Camden,NJ,39885.0,74.43,14.68
34009,Cape May,NJ,39667.0,61.34,5.92
34011,Cumberland,NJ,75844.0,61.74,11.57
34013,Essex,NJ,9150.0,80.04,11.9
34015,Gloucester,NJ,28861.0,61.12,6.45
34017,Hudson,NJ,3068.0,20.9,2.4
34021,Mercer,NJ,18588.0,25.83,1.92
34023,Middlesex,NJ,61422.0,53.98,8.19
34025,Monmouth,NJ,47665.0,83.08,11.29
34027,Morris,NJ,3053.0,100.0,6.2
34029,Ocean,NJ,90901.0,75.12,4.84
34031,Passaic,NJ,422.0,100.0,61.7
34033,Salem,NJ,3808.0,57.53,12.41
34035,Somerset,NJ,18250.0,55.96,4.13
34037,Sussex,NJ,2145.0,50.4,5.2
34039,Union,NJ,3123.0,42.1,4.6
34041,Warren,NJ,2482.0,78.2,6.3
35001,Bernalillo,NM,56554.0,48.74,10.69
35003,Catron,NM,3543.0,100.0,24.5
35005,Chaves,NM,10146.0,50.19,12.33
35006,Cibola,NM,15394.0,54.27,14.81
35009,Curry,NM,12862.0,74.95,21.33
35013,Dona Ana,NM,51315.0,60.18,19.13
35015,Eddy,NM,9746.0,76.09,14.39
35017,Grant,NM,8062.0,56.19,14.9
35019,Guadalupe,NM,4680.0,30.5,8.8
35023,Hidalgo,NM,2662.0,77.3,16.2
35025,Lea,NM,8743.0,65.11,18.03
35027,Lincoln,NM,1957.0,96.4,19.3
35029,Luna,NM,13010.0,47.47,15.17
35031,McKinley,NM,56228.0,75.27,30.62
35033,Mora,NM,5180.0,30.4,7.9
35035,Otero,NM,11861.0,46.37,11.61
35039,Rio Arriba,NM,12770.0,47.4,12.35
35041,Roosevelt,NM,4090.0,16.2,2.6
35043,Sandoval,NM,11784.0,88.85,37.41
35045,San Juan,NM,31109.0,61.16,22.96
35047,San Miguel,NM,16302.0,70.69,19.11
35049,Santa Fe,NM,23108.0,62.84,10.19
35051,Sierra,NM,5477.0,40.9,8.8
35053,Socorro,NM,7941.0,63.05,24.29
35055,Taos,NM,4702.0,88.52,22.24
35057,Torrance,NM,9534.0,34.52,7.47
35061,Valencia,NM,10640.0,58.44,14.14
36001,Albany,NY,40563.0,59.5,16.85
36003,Allegany,NY,3471.0,39.2,6.6
36007,Broome,NY,8998.0,40.93,8.94
36009,Cattaraugus,NY,4885.0,10.5,0.7
36013,Chautauqua,NY,17872.0,28.71,5.36
36015,Chemung,NY,11096.0,46.7,5.47
36019,Clinton,NY,9165.0,73.58,9.45
36021,Columbia,NY,7524.0,65.88,18.49
36025,Delaware,NY,2042.0,31.6,4.1
36027,Dutchess,NY,13302.0,42.36,8.45
36029,Erie,NY,37297.0,71.18,16.01
36031,Essex,NY,1543.0,42.0,4.4
36033,Franklin,NY,7798.0,40.27,6.54
36035,Fulton,NY,10123.0,59.16,12.95
36041,Hamilton,NY,2650.0,42.47,4.16
36043,Herkimer,NY,11590.0,60.24,7.68
36049,Lewis,NY,14316.0,20.32,2.59
36051,Livingston,NY,14329.0,58.66,24.99
36055,Monroe,NY,51882.0,80.34,21.36
36057,Montgomery,NY,11010.0,88.43,16.79
36059,Nassau,NY,5.0,100.0,0.0
36063,Niagara,NY,21127.0,70.65,13.26
36065,Oneida,NY,9866.0,56.28,15.54
36067,Onondaga,NY,18402.0,74.97,18.07
36071,Orange,NY,9479.0,15.11,1.75
36073,Orleans,NY,7824.0,10.5,1.2
36075,Oswego,NY,5967.0,49.49,6.79
36077,Otsego,NY,6005.0,45.32,4.76
36081,Queens,NY,16671.0,72.44,23.12
36085,Richmond,NY,9655.0,74.79,16.87
36087,Rockland,NY,18975.0,49.06,13.89
36089,St. Lawrence,NY,31490.0,41.43,7.36
36093,Schenectady,NY,19396.0,100.0,31.26
36101,Steuben,NY,14064.0,23.78,4.04
36103,Suffolk,NY,152027.0,62.66,7.86
36105,Sullivan,NY,6293.0,87.8,31.5
36107,Tioga,NY,4525.0,15.6,1.9
36111,Ulster,NY,18320.0,55.18,10.99
36117,Wayne,NY,4785.0,25.0,4.3
36119,Westchester,NY,2382.0,100.0,59.2
37001,Alamance,NC,15145.0,61.16,11.41
37009,Ashe,NC,2870.0,20.9,2.8
37015,Bertie,NC,5641.0,24.8,4.7
37017,Bladen,NC,3167.0,24.7,4.4
37021,Buncombe,NC,13255.0,18.91,3.19
37025,Cabarrus,NC,27177.0,28.2,3.93
37027,Caldwell,NC,10534.0,45.8,7.56
37035,Catawba,NC,9363.0,61.05,12.28
37037,Chatham,NC,3599.0,15.5,2.1
37041,Chowan,NC,6601.0,17.1,2.7
37045,Cleveland,NC,10688.0,32.16,6.46
37049,Craven,NC,14431.0,50.45,4.32
37051,Cumberland,NC,74010.0,59.84,8.77
37057,Davidson,NC,22146.0,67.61,11.16
37061,Duplin,NC,5318.0,54.4,14.6
37063,Durham,NC,26379.0,33.56,8.22
37065,Edgecombe,NC,10799.0,54.64,17.41
37067,Forsyth,NC,29136.0,59.63,16.12
37069,Franklin,NC,11468.0,46.88,6.84
37071,Gaston,NC,22297.0,68.01,12.32
37081,Guilford,NC,55980.0,53.12,12.85
37083,Halifax,NC,5422.0,73.5,22.7
37087,Haywood,NC,6082.0,13.8,1.2
37089,Henderson,NC,4821.0,69.1,13.0
37091,Hertford,NC,12716.0,57.24,10.44
37093,Hoke,NC,4972.0,37.6,8.8
37095,Hyde,NC,5826.0,16.5,2.2
37097,Iredell,NC,9909.0,66.9,16.45
37105,Lee,NC,8985.0,52.4,9.4
37107,Lenoir,NC,4146.0,44.7,13.4
37109,Lincoln,NC,5451.0,46.8,8.9
37115,Madison,NC,5198.0,46.74,9.96
37119,Mecklenburg,NC,51468.0,55.17,12.64
37121,Mitchell,NC,2743.0,36.2,4.7
37129,New Hanover,NC,22260.0,67.7,19.57
37133,Onslow,NC,27528.0,56.33,8.2
37135,Orange,NC,26251.0,59.07,35.85
37139,Pasquotank,NC,11035.0,64.97,16.25
37141,Pender,NC,5815.0,56.6,11.3
37145,Person,NC,6304.0,26.7,3.3
37147,Pitt,NC,14237.0,61.12,19.99
37151,Randolph,NC,10120.0,58.06,6.69
37153,Richmond,NC,3269.0,50.4,14.9
37155,Robeson,NC,16694.0,53.64,14.35
37157,Rockingham,NC,12372.0,90.55,15.0
37159,Rowan,NC,22396.0,54.83,4.9
